,Wiki Entity ID,Label,Description,Instance of,Sex or Gender
15696,Q2520084,Cornelis Bisschop,Dutch painter (1630-1674),Q5,Q6581097
15697,Q52384911,William Tringham,printmaker,Q5,Q6581097
15698,Q3750515,Francesco Queirolo,Italian sculptor (1704-1762),Q5,Q6581097
15699,Q97340284,Lysippus the Younger,Roman medallist,Q5,Q6581097
15700,Q3842963,Master of the Berswordt Altar,German painter,Q5,Q6581097
15701,Q530683,Johann Elias Ridinger,painter and engraver (1698-1767),Q5,Q6581097
15702,Q22810726,Master of the Burg Weiler Altarpiece,German painter,Q5,Q6581097
15703,Q2402687,Joseph Nollekens,British sculptor; (1737-1823),Q5,Q6581097
15704,Q4137508,Hessel Gerritsz,Dutch engraver and cartographer,Q5,Q6581097
15705,Q89919092,Michel-Marie Carquillat,French artist (1802-1884),Q5,Q6581097
15706,Q380723,Hart Crane,American writer (1899-1932),Q5,Q6581097
15707,Q4664743,Abdel Hadi Al Gazzar,painter (1925-1966),Q5,Q6581097
15708,Q9028045,Manuel Pertegaz,Spanish fashion designer,Q5,Q6581097
15709,Q2837780,Juan de Ancheta,Spanish sculptor (1540-1588),Q5,Q6581097
15710,Q66809948,Yves Tanguy,French painter (1900–1955),Q5,Q6581097
15711,Q5174243,Cosmo Armstrong,English line-engraver,Q5,Q6581097
15712,Q4848335,"Bailey, Banks & Biddle","retailer of jewelry established in Philadelphia, succeeding the partnership of Bailey & Company",Q4830453,
15713,Q714001,François Antommarchi,"Corsican physician, professor of anatomy, botanist and private physician to Napoleon Bonaparte (1780-1838)",Q5,Q6581097
15714,Q324487,Johann Wilhelm Baur,German artist,Q5,Q6581097
15715,Q2356668,Giovanni Niccolò Servandoni,Italian painter (1695-1766),Q5,Q6581097
15716,Q5417354,Evert Augustus Duyckinck,United States publisher and biographer,Q5,Q6581097
15717,Q3382838,Pierre-Antoine Bellangé,French master cabinetmaker and joiner in seats,Q5,Q6581097
15718,Q56692101,François Ragot,,Q5,Q6581097
15719,Q58071107,Charles-Éloi Asselin,"French porcelain painter and gilder, 1743-1804",Q5,Q6581097
15720,Q4712288,Albertus Clouwet,Flemish engraver,Q5,Q6581097
15721,Q52154127,Nicola Oddi,,Q5,Q6581097
15722,Q7650894,Suzanne Lacy,American artist,Q5,Q6581072
15723,Q4055189,Mirza Abolhassan Khan Ghaffari,Iranian painter (1814-1866),Q5,Q6581097
15724,Q686485,James Vibert,Swiss sculptor (1872-1942),Q5,Q6581097
15725,Q61623370,Jean Walther,Swiss photographer (1806-1866),Q5,Q6581097
15726,Q52155341,Alfred Jean Marie Paris,French painter,Q5,Q6581097
15727,Q97105166,Höchst Ceramics Factory,German ceramics manufactory,Q28938152,
15728,Q18516669,Johannes de Ram,Dutch engraver and publisher 1648-1693,Q5,Q6581097
15729,Q454840,William Cullen Bryant,American romantic poet and journalist (1794-1878),Q5,Q6581097
15730,Q21556975,William Ridley,British engraver (1764-1838),Q5,Q6581097
15731,Q7527156,"Sir Henry Holland, 1st Baronet",British doctor,Q5,Q6581097
15732,Q3164166,Jean-Baptiste Tilliard,French master joiner in seats,Q5,Q6581097
15733,Q55219839,Mutsumi Suzuki,Japanese artist (born 1942),Q5,Q6581097
15734,Q44197,Maximilien Robespierre,French revolutionary lawyer and politician (1758–1794),Q5,Q6581097
15735,Q8453,Giovanni Battista Cima da Conegliano,Italian Renaissance painter (c. 1459–d. 1517),Q5,Q6581097
15736,Q2601892,Juan Antonio de Vizarrón y Eguiarreta,Catholic bishop,Q5,Q6581097
15737,Q2764040,William B. Post,American photographer (1857-1921),Q5,Q6581097
15738,Q451693,"William Brouncker, 2nd Viscount Brouncker",English mathematician,Q5,Q6581097
15739,Q2893161,Beauford Delaney,African American artist (1901-1979),Q5,Q6581097
15740,Q8017566,William Rickarby Miller,American painter (1818-1893),Q5,Q6581097
15741,Q213974,Johann Karl August Musäus,German writer,Q5,Q6581097
15742,Q2823992,Adam Pérelle,French draughtsman and painter (1640-1695),Q5,Q6581097
15743,Q56512465,Joel Sayre,"American silversmith, 1778–1818",Q5,Q6581097
15744,Q43732580,Isaac G. Tyson,American photographer (1833–1913),Q5,Q6581097
15745,Q19569543,Louis Desplaces,French 1682–1739 F:0,Q5,Q6581097
15746,Q18587838,Master of the Aeneid,creator of a series of enamel plates from Limoges depicting the Aeneid,Q5,Q6581097
15747,Q55218726,Karl R. Free,American artist (1903–1947),Q5,Q6581097
15748,Q20204397,Peter Moran,American artist,Q5,Q6581097
15749,Q8121957,Francis William Topham,English watercolour-painter and engraver (1808-1877),Q5,Q6581097
15750,Q3293034,Mariette Lydis,Austrian painter (1887-1970),Q5,Q6581072
15751,Q255468,Giovanni Battista Galestruzzi,Italian painter (1618-1677),Q5,Q6581097
15752,Q565457,J. C. Leyendecker,painter (1874-1951),Q5,Q6581097
15753,Q21176767,Gordon Grant,American painter and illustrator,Q5,Q6581097
15754,Q19802790,Dorothy Ruddick,American sculptor and fiber artist (1925-2010),Q5,Q6581072
15755,Q21995361,Étienne Bouchardy,"French artist, 1797-1849",Q5,Q6581097
15756,Q97728634,Martijn Wegman,Dutch designer,Q5,Q6581097
15757,Q3573440,Yves Alix,French painter (1890-1969),Q5,Q6581097
15758,Q68994156,Kitagawa Sōsetsu,Japanese painter (active 1639 - 1650),Q5,Q6581097
15759,Q7708885,Thacher Hurd,American writer and illustrator,Q5,Q6581097
15760,Q451058,Yoko Tawada,Japanese writer (1960-),Q5,Q6581072
15761,Q3385271,Pierre Gole,Parisian cabinetmaker and wood inlayer of Dutch origin,Q5,Q6581097
15762,Q18576411,James Christopher Timbrell,Sculptor (1807-1850),Q5,Q6581097
15763,Q525861,Hendrick de Keyser,Dutch architect (1565-1621),Q5,Q6581097
15764,Q27020567,Otto Lendecke,"Austrian artist, 1886-1918",Q5,Q6581097
15765,Q42429220,Ivan Chermayeff,American logo designer,Q5,Q6581097
15766,Q2975089,Claire McCardell,American fashion designer (1905-1958),Q5,Q6581072
15767,Q2019288,Louis-Nicolas Flobert,"Gunsmith, inventor (1819–1894)",Q5,Q6581097
15768,Q21030656,Charles Henry Baskett,"British painter and engraver, 1872-1953",Q5,Q6581097
15769,Q828775,Christoph Weiditz the Elder,"German painter, sculptor, engraver, medallist and goldsmith (1498–1559)",Q5,Q6581097
15770,Q2793195,Albrecht De Vriendt,Belgian painter (1843-1900),Q5,Q6581097
15771,Q3260874,Louis-Rémy Robert,French photographer,Q5,Q6581097
15772,Q4392090,Richard Redgrave,British artist (1804-1888),Q5,Q6581097
15773,Q63037456,Nancy Manter,American artist,Q5,Q6581072
15774,Q7317474,Reuben Kadish,American artist (1913-1992),Q5,Q6581097
15775,Q99403483,Catherine Holiday,English embroiderer (1839-1924),Q5,Q6581072
15776,Q229351,Tamara de Lempicka,Polish painter (1898-1980),Q5,Q6581072
15777,Q2823071,Achille Jacquet,French writer (1846–1908),Q5,Q6581097
15778,Q52231962,John Chapman,English engraver (active 1792-1823),Q5,Q6581097
15779,Q465163,Edward Poynter,British artist (1836–1919),Q5,Q6581097
15780,Q544959,Guillaume de Lorris,French scholar and poet from Lorris,Q5,Q6581097
15781,Q3085503,François Pannemaker,Belgian printmaker (born 1822),Q5,Q6581097
15782,Q2754987,Leopoldo Cicognara,Italian archaeologist and art historian (1767-1834),Q5,Q6581097
15783,Q94869926,François-Théodore de Nesmond,,Q5,Q6581097
15784,Q94619288,Gary Bukovnik,,Q5,Q6581097
15785,Q8017127,William Pumphrey,British photographer,Q5,Q6581097
15786,Q525387,Alexey Brodovitch,Russian artist (1898–1971),Q5,Q6581097
15787,Q2442674,Luigi Garzi,Italian painter (1638-1721),Q5,Q6581097
15788,Q3265566,Lucien Jonas,French painter (1880-1947),Q5,Q6581097
15789,Q1918409,Master of the Mansi Magdalen,Early Netherlandish painter (1490-1530),Q5,
15790,Q5563837,Giovanni Folo,Italian engraver (1764-1836),Q5,Q6581097
15791,Q52150939,Gladys Emerson Cook,American painter,Q5,Q6581072
15792,Q21466826,David Cox,British painter,Q5,Q6581097
15793,Q4443307,John Strype,(1643-1737) English historian and biographer,Q5,Q6581097
15794,Q7411613,Samuel Halpert,American artist (1884–1930),Q5,Q6581097
15795,Q69789,Carl Bechstein,German piano maker (1826–1900),Q5,Q6581097
15796,Q6125371,Jakob Wilhelm Hüber,Italian landscape painter (1787-1871),Q5,Q6581097
15797,Q75283,Gilles Allou,French portrait painter (1670-1751),Q5,Q6581097
15798,Q964683,Victor Prouvé,"French painter, sculptor and engraver (1858-1943)",Q5,Q6581097
15799,Q2311429,Wang Fu,Ming Dynasty painter (1362-1416),Q5,Q6581097
15800,Q2150252,Richard Müller,German painter (1874–1954),Q5,Q6581097
15801,Q25916684,Nicolás Paris,(born 1977),Q5,Q6581097
15802,Q25999447,Darryll Schiff,,Q5,Q6581097
15803,Q22712834,Joan Avesta,"Spanish , active ca. 1381",Q5,Q6581097
15804,Q366999,Camillo Procaccini,Italian painter (c.1555-1629),Q5,Q6581097
15805,Q489437,Joseph Aved,French painter (1702-1766),Q5,Q6581097
15806,Q97095683,Erwin Frederick Springweiler,American sculptor,Q5,Q6581097
15807,Q5239101,David Robbins,American artist and writer (born 1957),Q5,Q6581097
15808,Q262880,Blaise de Vigenère,French cryptographer (1523-1596),Q5,Q6581097
15809,Q6288136,Joseph Zaehnsdorf,Hungarian bookbinder in London,Q5,Q6581097
15810,Q2718358,Parri Spinelli,Italian painter (1387-1453),Q5,Q6581097
15811,Q7660825,Sylvester Rosa Koehler,German-born American author,Q5,Q6581097
15812,Q215161,Charles-Marie Widor,French organist and composer (1844–1937),Q5,Q6581097
15813,Q3738042,Fabrizio Galliari,Italian painter (1709-1790),Q5,Q6581097
15814,Q199228,Sibylle Riquetti de Mirabeau,French writer,Q5,Q6581072
15815,Q542917,Lilly Pulitzer,American fashion designer (1931–2013),Q5,Q6581072
15816,Q561709,Remy Belleau,French writer,Q5,Q6581097
15817,Q7792365,Thomas Medland,British engraver,Q5,Q6581097
15818,Q67949533,Barthélemy Samson,,Q5,
15819,Q47146288,Hippolyte Téterger,,Q5,Q6581097
15820,Q5034347,Cao Zhibai,Chinese artist (1271-1355),Q5,Q6581097
15821,Q60024,Hermann von Helmholtz,German physicist and physiologist (1821-1894),Q5,Q6581097
15822,Q5441717,Felicia Lamport,"American poet, satirist",Q5,Q6581072
15823,Q3280837,George Barker,Canadian-American photographer,Q5,Q6581097
15824,Q2853823,Antoine Claudet,French photographer (1797-1867),Q5,Q6581097
15825,Q2194579,Doug Ohlson,American artist (1936-2010),Q5,Q6581097
15826,Q19818706,Irving Mansfield,"American producer, publicist and writer (1908-1988)",Q5,Q6581097
15827,Q2421935,Louis Ducis,French painter (1775-1847),Q5,Q6581097
15828,Q4881787,Bela Lyon Pratt,American artist,Q5,Q6581097
15829,Q4248643,John Cournos,British writer (1881-1966),Q5,Q6581097
15830,Q99662815,Jean Nicolas Adam,"Person; male; Engraver; the IFF lists a nunber of mainly book illustrations, published between 1801-40; printmaker; French; 1786-1840",Q5,Q6581097
15831,Q94523709,Vicente García de Paredes,"Spanish painter, ca. 1845-after 1903",Q5,Q6581097
15832,Q780677,George Henry Seeley,American photographer (1880–1955),Q5,Q6581097
15833,Q809536,Bartolomeo Carducci,Italian painter (c.1554-1608),Q5,Q6581097
15834,Q193656,"Henry Temple, 3rd Viscount Palmerston",British statesman and prime minister (1784–1865),Q5,Q6581097
15835,Q43246901,Horatio Nelson King,English photographer,Q5,Q6581097
15836,Q6796587,May Stevens,American artist (1924-2019),Q5,Q6581072
15837,Q94924470,Francis Henry Bacon,American artist (1856-1940),Q5,Q6581097
15838,Q2613210,Michel Corneille the Elder,"French historical painter, etcher, and engraver (1601-1664)",Q5,Q6581097
15839,Q7192768,Pieter Crijnse Volmarijn,Dutch Golden Age painter (1629-1679),Q5,Q6581097
15840,Q4219688,George William Curtis,American writer (1824–1892),Q5,Q6581097
15841,Q3808914,Johanna Helena Herolt,painter from the Northern Netherlands (1668-1723),Q5,Q6581072
15842,Q7151247,Paul Henry,Irish artist (1876-1958),Q5,Q6581097
15843,Q504369,Henry Halleck,Union Army general (1815–1872),Q5,Q6581097
15844,Q18559735,Freeman Delamotte,English wood-engraver,Q5,Q6581097
15845,Q97670813,Jean Mignon,(fl 1535–55). French painter and etcher,Q5,Q6581097
15846,Q28709845,Roger Baker,painter,Q5,Q6581097
15847,Q49898,Hyacinthe Rigaud,French painter (1659-1743),Q5,Q6581097
15848,Q3484167,Simon-Claude Constant-Dufeux,French architect (1801–1871),Q5,Q6581097
15849,Q6282376,Joseph Cundall,British publisher and photographer,Q5,Q6581097
15850,Q7308779,Reginald Knowles,British artist (1879–1950),Q5,Q6581097
15851,Q94407912,Gneli Traoré,,Q5,
15852,Q202537,Arkady Gaidar,Soviet children's writer,Q5,Q6581097
15853,Q320671,Johann Philipp Lemke,Swedish painter (1631-1711),Q5,Q6581097
15854,Q42313505,Morris Huberland,American photographer (1909-2003),Q5,Q6581097
15855,Q295144,Gustave Caillebotte,French painter,Q5,Q6581097
15856,Q88909208,Dikaios Painter,Ancient Attic-Greek vase-painter of black- and red-figure style,Q5,Q6581097
15857,Q64223693,Virginia Beahan,American photographer (born 1946),Q5,Q6581072
15858,Q7175563,Peter M. Sacks,American artist,Q5,Q6581097
15859,Q356173,"George Plantagenet, 1st Duke of Clarence","Third son of Richard Plantagenet, 3rd Duke of York, and Cecily Neville, and the brother of English Kings Edward IV and Richard III (1449-1478)",Q5,Q6581097
15860,Q628089,"William Keppel, 7th Earl of Albemarle",British soldier and politician (1832-1894),Q5,Q6581097
15861,Q313310,Jacopo Bellini,Italian painter,Q5,Q6581097
15862,Q3298931,Mattheus van Beveren,Flemish sculptor,Q5,Q6581097
15863,Q631443,Gianni Colombo,Italian artist and sculptor (1937-1993),Q5,Q6581097
15864,Q37630169,Euaion Painter,"Attic vase painter, active ca. 475-450 BCE",Q5,
15865,Q735994,Louis Sparre,Swedish painter and designer (1863-1964),Q5,Q6581097
15866,Q256434,Sally Mann,American photographer,Q5,Q6581072
15867,Q20200802,Paul Marcus,American artist,Q5,Q6581097
15868,Q21851359,Luca di Tommè,Italian painter (1330-1389),Q5,Q6581097
15869,Q25190,Jean Poldo d'Albenas,King’s Counsel in Nîmes (1512-1563),Q5,Q6581097
15870,Q97571256,Anton Angelo Bonifazi,,Q5,Q6581097
15871,Q7814981,Tom Blackwell,American photographer,Q5,Q6581097
15872,Q4736137,Altamura Painter,Ancient Attic-Greek vase-painter of the red-figure style,Q5,
15873,Q52154570,Paul Gleditsch,(1793-1872),Q5,Q6581097
15874,Q694048,"Charles Hector, comte d'Estaing",French admiral during the War of American Independence (1729-1794),Q5,Q6581097
15875,Q21647207,Marianne Appel,American artist,Q5,Q6581072
15876,Q94868598,Johann Jacob Irminger,,Q5,Q6581097
15877,Q2646843,Alice Baber,American painter and activist (1928-1982),Q5,Q6581072
15878,Q3473380,Sarah Lipska,Polish painter and fashion designer (1882-1973),Q5,Q6581072
15879,Q5622593,Guy Seymour Warre Malet,British artist (1900-1973),Q5,Q6581097
15880,Q2637678,David Salle,American artist (1952-),Q5,Q6581097
15881,Q9285785,Hamilton Hamilton,American artist (1847 - 1928),Q5,Q6581097
15882,Q21995263,Oliver Frazer,American painter (1808–1864),Q5,Q6581097
15883,Q84557593,Diffloth,,Q5,Q6581097
15884,Q2753558,"Horace Vere, 1st Baron Vere of Tilbury",English Baron,Q5,Q6581097
15885,Q633574,Félix Bracquemond,French painter (1833-1914),Q5,Q6581097
15886,Q380360,Christophe Plantin,"French humanist, publisher and printer (c.1520–1589)",Q5,Q6581097
15887,Q55218217,Theodore C. Brookhart,American artist (1898–1942),Q5,Q6581097
15888,Q4310019,Johann Friedrich Müller,German copperplate engraver,Q5,Q6581097
15889,Q712397,Pietro Bernini,"Italian sculptor, painter and restorer (1562-1629)",Q5,Q6581097
15890,Q8015882,William Mossop,Irish medallist,Q5,Q6581097
15891,Q6216153,Johann Nepomuk della Croce,Austrian painter (1736-1819),Q5,Q6581097
15892,Q6218902,John Ames Mitchell,American writer (1845-1918),Q5,Q6581097
15893,Q920637,Morley Safer,Canadian-American reporter and correspondent (1931-2016),Q5,Q6581097
15894,Q3723021,Elio Fiorucci,Italian fashion designer and businessperson (1935–2015),Q5,Q6581097
15895,Q67604606,Dominick LaValle,"American shoe designer and businessman, from Messina, Sicily",Q5,Q6581097
15896,Q82875,Davide Antonio Fossati,Italian painter (1708-1795),Q5,Q6581097
15897,Q561604,Vincenzo Coronelli,Italian cartographer,Q5,Q6581097
15898,Q18508759,Étienne-Frédéric Lignon,French engraver and printmaker (1779-1833),Q5,Q6581097
15899,Q7428677,Sawrey Gilpin,British artist (1733-1807),Q5,Q6581097
15900,Q3675649,Christian Georg Schütz,German painter and etcher (1758-1823),Q5,Q6581097
15901,Q2980562,Clément Pierre Marillier,French drawer (1740-1808),Q5,Q6581097
15902,Q3123472,Martin Johnson Heade,American painter (1819-1904),Q5,Q6581097
15903,Q4190529,Georgy Zelma,Soviet photographer and front-line photographer during WWII,Q5,Q6581097
15904,Q6531887,Lester Johnson,American artist (1919-2010),Q5,Q6581097
15905,Q2517498,Michelino Molinari da Besozzo,Italian painter (1370-1455),Q5,Q6581097
15906,Q87492651,Jan Frans van den Hecke,Flemish tapestry weaver,Q5,Q6581097
15907,Q705210,Arsène Houssaye,French writer (1814-1896),Q5,Q6581097
15908,Q2704031,Giacomo Cavedone,Italian painter (1577–1660),Q5,Q6581097
15909,Q536782,Carlo Bononi,Italian painter (1569-1632),Q5,Q6581097
15910,Q3499498,Stillfried & Andersen,Japanese photographic studio,Q672070,
15911,Q96198477,John Burt,American silversmith (1692-1745),Q5,Q6581097
15912,Q6787421,Matias de Arteaga,Spanish artist (1633-1703),Q5,Q6581097
15913,Q47518059,Arnaud de Vresse,French editor and publisher active in 1850s-1870s,Q5,Q6581097
15914,Q7782112,Theodore Wores,American painter (1859-1939),Q5,Q6581097
15915,Q76553848,Nino Ricci,Italian painter,Q5,Q6581097
15916,Q3526489,Théodore Richomme,French engraver (1785-1849),Q5,Q6581097
15917,Q3086333,François de Villemontée,French bishop,Q5,Q6581097
15918,Q7308806,Reginald Marsh,American painter (1898–1954),Q5,Q6581097
15919,Q18934962,George William Reid,English museum curator,Q5,Q6581097
15920,Q20679551,John Wesley Carroll,"American painter, born  1892",Q5,Q6581097
15921,Q456248,Frederick Burr Opper,cartoonist (1857–1937),Q5,Q6581097
15922,Q589990,Woldemar Friedrich,German painter and illustrator (1846-1910),Q5,Q6581097
15923,Q714972,Christian Daniel Rauch,German sculptor (1777-1857),Q5,Q6581097
15924,Q5717015,Henry A. Papprill,British engraver (1816–1903),Q5,Q6581097
15925,Q5588580,Govardhan,Indian painter (1580-1650),Q5,Q6581097
15926,Q3455483,Reggie Savage,Canadian ice hockey player,Q5,Q6581097
15927,Q2420772,Adriaan Vlacq,Dutch mathematician,Q5,Q6581097
15928,Q500706,Andreas Slominski,"German artist, university teacher and painter",Q5,Q6581097
15929,Q467613,Ikkyū,Japanese Buddhist monk,Q5,Q6581097
15930,Q55913685,Johann Christoph Winkler,(1720-1797),Q5,Q6581097
15931,Q18508528,Matthäus Zasinger,German printmaker,Q5,Q6581097
15932,Q25343879,Robert Mitchell Meadows,Welsh painter and printmaker,Q5,Q6581097
15933,Q275145,"Charlotte Canning, Countess Canning",British artist and the first vicereine of India (1817-1861),Q5,Q6581072
15934,Q57471557,Hermann Weyer,,Q5,Q6581097
15935,Q1918369,Master of Flora,French painter (fl.1555–1570),Q5,Q6581097
15936,Q22086826,Umberto Romano,American painter,Q5,Q6581097
15937,Q316307,Giovanni Battista Piranesi,Italian painter (1720-1778),Q5,Q6581097
15938,Q23303184,Lenka Clayton,artist,Q5,Q6581072
15939,Q94923389,Gottlieb Satzger,,Q5,Q6581097
15940,Q19833204,Costanzo da Ferrara,"medallist and painter active in Ferrara, Italy",Q5,Q6581097
15941,Q6687709,Louis Lozowick,American artist (1892-1973),Q5,Q6581097
15942,Q28924470,Ellen Driscoll,American artist,Q5,Q6581072
15943,Q52157007,Alan Horton Crane,American painter,Q5,Q6581097
15944,Q3568948,William Sharp,(1749 - 1824) British engraver,Q5,Q6581097
15945,Q55219785,Jacques Sicard,"French artist, 1865–1923",Q5,Q6581097
15946,Q3434277,Robbie Conal,American artist,Q5,Q6581097
15947,Q8006379,William C. Palmer,American painter and educator (1906–1987),Q5,Q6581097
15948,Q82409,Samuel Taylor Coleridge,"English poet, literary critic and philosopher",Q5,Q6581097
15949,Q2757568,Thomas Pollock Anshutz,American painter and teacher (1851-1912),Q5,Q6581097
15950,Q60833861,Nancy Fried,painter and sculptor,Q5,Q6581072
15951,Q77325246,William Frederick Weege III,,Q5,Q6581097
15952,Q5408539,Eugène Béjot,French painter (1867-1931),Q5,Q6581097
15953,Q29441860,Myer Myers,American silversmith 1723-1795,Q5,Q6581097
15954,Q5536746,George Barr McCutcheon,American writer,Q5,Q6581097
15955,Q389547,Charles Howard Hodges,Dutch painter (1764-1837),Q5,Q6581097
15956,Q775548,Aurelio Bonelli,Italian composer,Q5,Q6581097
15957,Q430430,Mayken Verhulst,Flemish miniature painter (1518–1596 or 1599),Q5,Q6581072
15958,Q52063095,Claude Tolmer,French artist,Q5,Q6581097
15959,Q76281492,Frederick George Austin,"British artist, born 1902, active mid 20th century.",Q5,Q6581097
15960,Q979474,Marco Pino,Italian painter (1521-1583),Q5,Q6581097
15961,Q518406,André Dunoyer de Segonzac,"painter, graphic artist (1884-1974)",Q5,Q6581097
15962,Q5552584,Gerrit Pietersz Sweelink,Dutch Golden Age painter (1566-1612),Q5,Q6581097
15963,Q6077203,Isaac Taylor,British engraver (1730-1807),Q5,Q6581097
15964,Q67194557,Auguste Belin,French illustrator,Q5,Q6581097
15965,Q762,Leonardo da Vinci,Italian Renaissance polymath (1452−1519),Q5,Q6581097
15966,Q3172570,Jean Hugo,French painter (1894-1984),Q5,Q6581097
15967,Q3260288,Louis-Alexandre Bottée,French medallist (1852–1940),Q5,Q6581097
15968,Q5295201,Donald Sultan,American artist (1951- ),Q5,Q6581097
15969,Q68231,Otto Maximilian Umbehr,German photographer and journalist (1902-1980),Q5,Q6581097
15970,Q500700,Ronald Searle,British artist and satirical cartoonist (1920-2011),Q5,Q6581097
15971,Q726941,François-Xavier Fabre,"French painter, teacher & philanthropist (1766-1837)",Q5,Q6581097
15972,Q5727125,Carl Gustaf Fehrman,,Q5,Q6581097
15973,Q8006861,William Harper,American jeweler (born 1944),Q5,Q6581097
15974,Q2226717,Alfred Waud,American artist and illustrator (1828-1891),Q5,Q6581097
15975,Q5552591,Gerrit Schipper,Dutch painter (1775-1832),Q5,Q6581097
15976,Q21985546,Herschel Levit,"American muralist, author, educator, designer, illustrator (1912–1986)",Q5,Q6581097
15977,Q53119044,Icarus painter,Attic vase painter,Q1747829,
15978,Q42315127,Rollie McKenna,American photographer (1918-2003),Q5,Q6581072
15979,Q2102749,Jan Gerard Waldorp,Dutch painter (1740-1808),Q5,Q6581097
15980,Q21634557,François Denis Née,"French engraver, printmaker and draughtsperson",Q5,Q6581097
15981,Q6085069,François Ryckhals,Dutch painter and draughtsperson,Q5,Q6581097
15982,Q21994032,Bruce Boice,American painter,Q5,Q6581097
15983,Q23993907,Daniel Fröschl,"Austrian artist, 1563-1613",Q5,Q6581097
15984,Q943826,François-Louis Français,French painter (1814-1897),Q5,Q6581097
15985,Q7647713,Susan Crile,American artist,Q5,Q6581072
15986,Q50437849,Emily Maria Scott,American painter,Q5,Q6581072
15987,Q21995339,Thomas Gimbrede,"American artist, 1781-1832",Q5,Q6581097
15988,Q18562176,Goodhart Master,Italian artist,Q5,Q6581097
15989,Q47683449,Jean-Baptiste Gourdin,French official,Q5,Q6581097
15990,Q3122882,Yokoi Kinkoku,Japanese poet and painter (1761-1832),Q5,Q6581097
15991,Q5233298,David Edwin,engraver,Q5,Q6581097
15992,Q1871763,Louis John Steele,New Zealand artist and engraver (1842-1918),Q5,Q6581097
15993,Q6694,Alexander von Humboldt,"Prussian geographer, naturalist and explorer (1769–1859)",Q5,Q6581097
15994,Q301597,Bartolomeo Cristofori,Italian maker of musical instruments,Q5,Q6581097
15995,Q97704934,Mario Arconio,"Italian painter and architect, ca. 1575-1635",Q5,Q6581097
15996,Q5934744,Hugues Merle,French painter (1822-1881),Q5,Q6581097
15997,Q37818823,Richard Dykes Alexander,"British banker, philanthropist and photographer, (1788-1865)",Q5,Q6581097
15998,Q66034515,Victor Landweber,"American photographer, born 1943",Q5,Q6581097
15999,Q721166,Bartolomeo Manfredi,Italian painter (1582-1622),Q5,Q6581097
16000,Q18577087,"Sir Thomas Maryon Wilson, 8th Baronet",English landowner (1800-1869),Q5,Q6581097
16001,Q328118,Girolamo Baruffaldi,"Italian historian, priest, poet and playwright (1675-1755)",Q5,Q6581097
16002,Q7599471,Stanley Berkeley,British artist (1855-1909),Q5,Q6581097
16003,Q727717,Ramón Pérez de Ayala,Spanish writer (1880-1962),Q5,Q6581097
16004,Q4768505,Anne Killigrew,English poet and artist (1660-1685),Q5,Q6581072
16005,Q539270,Louise Lawler,American photographer,Q5,Q6581072
16006,Q47069759,Johann Andreas Boerner,German artist (1785-1862),Q5,Q6581097
16007,Q21464900,Godfrey Blount,,Q5,Q6581097
16008,Q60312661,Antoine Plot,French silversmith,Q5,Q6581097
16009,Q5342723,Edward East,British clockmaker,Q5,Q6581097
16010,Q37884391,Pierre Mariette I,"French engraver, print dealer and publisher 1596–1657",Q5,Q6581097
16011,Q21176533,Christopher Wilmarth,American artist,Q5,Q6581097
16012,Q26838485,Clara Fasano,sculptor (1900-1990),Q5,Q6581072
16013,Q6247039,John Masey Wright,Watercolour artist (1777-1866),Q5,Q6581097
16014,Q8012289,William Hewins,English economist and politician (1865-1931),Q5,Q6581097
16015,Q529975,Angelina Beloff,Russian-Mexican artist (1879-1969),Q5,Q6581072
16016,Q21995231,Judith Cotton,,Q5,Q6581072
16017,Q30302529,Ferdinando Silvani,,Q5,Q6581097
16018,Q6562412,Kitajima Setsuzan,,Q5,Q6581097
16019,Q21693937,Theodore E. Pine,"American artist, 1828-1905",Q5,Q6581097
16020,Q3083863,François Augustin Caunois,French sculptor and medallist,Q5,Q6581097
16021,Q3075055,Katsukawa Shunkō I,Japanese woodblock printer (1743-1812),Q5,Q6581097
16022,Q315803,Peter Candid,Flemish painter and graphic designer (1548-1628),Q5,Q6581097
16023,Q469379,Francesco Melzi,Italian painter (1491-1568),Q5,Q6581097
16024,Q21637859,Nicolaas van der Horst,Flemish painter and draughtsman,Q5,Q6581097
16025,Q97016511,Jean Henry Alexandre Pernet,"French painter, ca. 1763-after 1789",Q5,Q6581097
16026,Q6161330,Vicente Salvador Gómez,Spanish painter (1637-1678),Q5,Q6581097
16027,Q1995217,Zandra Rhodes,British fashion designer,Q5,Q6581072
16028,Q7792893,"Thomas Orde-Powlett, 1st Baron Bolton",English politician,Q5,Q6581097
16029,Q5784464,Constantino Escalante,Mexican journalist,Q5,Q6581097
16030,Q6481256,Lambert Hitchcock,American businessman and cabinetmaker,Q5,Q6581097
16031,Q21481321,Zoltan Sepeshy,American artist (1898-1974),Q5,Q6581097
16032,Q5258374,Dennis Eadie,British stage actor (1869-1928),Q5,Q6581097
16033,Q781934,Jacques I Androuet du Cerceau,French architect,Q5,Q6581097
16034,Q63350574,Janet Abramowicz,American painter and printmaker,Q5,Q6581072
16035,Q7342130,Robert Blackburn,"African American visual artist, printmaker (1920–2003)",Q5,Q6581097
16036,Q3192792,Kanō Takanobu,Japanese painter (1571–1618),Q5,Q6581097
16037,Q3170503,Chen Shizeng,Chinese painter (1876-1923),Q5,Q6581097
